85.graph	4710	25	26	3	4	2	2	2	2	0.0013010502	0.0000865459	0	15	ENSMUSG00000009376
85.graph	5087	12	16	4	8	3	3	3	3	0.0010623932	0.0001907349	0	15	ENSMUSG00000063415
85.graph	8108	6	7	3	4	2	2	2	2	0.0005974770	0.0000877380	0	15	ENSMUSG00000094828
85.graph	11374	14	22	4	12	5	5	5	5	0.0036478043	0.0024981499	0	15	ENSMUSG00000058794
85.graph	11377	19	26	4	11	4	4	4	4	0.0017917156	0.0005605221	0	15	ENSMUSG00000022487
85.graph	11627	10	12	4	6	2	2	2	2	0.0008101463	0.0001165867	0	15	ENSMUSG00000022661
29.graph	1694	26	28	4	6	2	2	2	2	0.0013720989	0.0001161098	0	15	ENSMUSG00000027655
29.graph	2320	17	19	3	5	3	3	3	3	0.0011076927	0.0001623631	0	15	ENSMUSG00000041688
29.graph	6718	24	29	5	10	3	3	3	3	0.0015561581	0.0002598763	0	15	ENSMUSG00000075225
29.graph	7887	26	29	5	8	2	2	2	2	0.0014569759	0.0001468658	0	15	ENSMUSG00000041408
29.graph	10341	10	11	3	4	2	2	2	2	0.0007331371	0.0000872612	0	15	ENSMUSG00000012422
78.graph	4141	38	47	6	15	5	5	5	5	0.0038583279	0.0019037724	0	15	ENSMUSG00000037736
78.graph	7308	14	17	4	7	3	3	3	3	0.0010483265	0.0001621246	0	15	ENSMUSG00000023235
16.graph	625	13	14	3	4	2	2	2	2	0.0008533001	0.0000863075	0	15	ENSMUSG00000005763
16.graph	810	19	20	3	4	2	2	2	2	0.0010614395	0.0000867844	0	15	ENSMUSG00000051396
16.graph	2193	14	18	4	8	3	3	3	3	0.0011355877	0.0001916885	0	15	ENSMUSG00000047694
16.graph	6118	47	52	6	11	3	3	3	3	0.0025291443	0.0002238750	0	15	ENSMUSG00000078671
16.graph	11655	8	9	3	4	2	2	2	2	0.0006618500	0.0000863075	0	15	ENSMUSG00000022890
22.graph	558	12	13	3	4	2	2	2	2	0.0008232594	0.0000872612	0	15	ENSMUSG00000026470
22.graph	1313	19	22	4	7	3	3	3	3	0.0012664795	0.0003287792	0	15	ENSMUSG00000027247
22.graph	1356	15	23	5	13	5	5	5	5	0.0046646595	0.0033929348	0	15	ENSMUSG00000068686
22.graph	4412	10	11	3	4	2	2	2	2	0.0007398129	0.0000929832	0	15	ENSMUSG00000038582
22.graph	5426	23	27	4	8	3	3	3	3	0.0014393330	0.0001933575	0	15	ENSMUSG00000030243
22.graph	5430	8	10	4	6	2	2	2	2	0.0007464886	0.0001189709	0	15	ENSMUSG00000030247
22.graph	8487	24	26	4	6	2	2	2	2	0.0013308525	0.0001187325	0	15	ENSMUSG00000040111
79.graph	236	22	26	4	8	3	3	3	3	0.0014138222	0.0002293587	0	15	ENSMUSG00000006542
79.graph	414	31	34	4	7	3	3	3	3	0.0017192364	0.0002284050	0	15	ENSMUSG00000056211
79.graph	2112	25	33	6	14	4	4	4	4	0.0026085377	0.0011129379	0	15	ENSMUSG00000019558
79.graph	7708	17	19	4	6	2	2	2	2	0.0010585785	0.0001251698	0	15	ENSMUSG00000061577
79.graph	9100	7	9	4	6	2	2	2	2	0.0006904602	0.0001177788	0	15	ENSMUSG00000032551
79.graph	10057	8	8	2	2	2	2	2	2	0.0006008148	0.0000572205	0	15	ENSMUSG00000025579
79.graph	11712	21	21	2	2	2	2	2	2	0.0010466576	0.0000560284	0	15	ENSMUSG00000022762
100.graph	532	22	29	6	13	3	3	3	3	0.0016608238	0.0003690720	0	15	ENSMUSG00000006010
100.graph	2041	9	11	4	6	2	2	2	2	0.0007681847	0.0001165867	0	15	ENSMUSG00000067860
100.graph	7587	7	8	3	4	2	2	2	2	0.0006241798	0.0000858307	0	15	ENSMUSG00000031647
100.graph	9668	7	9	4	6	2	2	2	2	0.0006971359	0.0001168251	0	15	ENSMUSG00000070374
100.graph	12631	32	32	2	2	2	2	2	2	0.0014755726	0.0000557899	0	15	ENSMUSG00000033382
24.graph	381	16	17	3	4	2	2	2	2	0.0009443760	0.0000855923	0	15	ENSMUSG00000009907
24.graph	1584	45	47	4	6	2	2	2	2	0.0020608902	0.0001168251	0	15	ENSMUSG00000037110
24.graph	1778	22	25	5	8	2	2	2	2	0.0014414787	0.0001456738	0	15	ENSMUSG00000039463
24.graph	4722	11	11	2	2	2	2	2	2	0.0007112026	0.0000557899	0	15	ENSMUSG00000015189
24.graph	12309	21	24	5	8	2	2	2	2	0.0012748241	0.0001459122	0	15	ENSMUSG00000052105
91.graph	4398	10	12	4	6	2	2	2	2	0.0008065701	0.0001165867	0	15	ENSMUSG00000032959
91.graph	4567	11	14	4	7	3	3	3	3	0.0009880066	0.0002331734	0	15	ENSMUSG00000037428
91.graph	5486	15	18	4	7	3	3	3	3	0.0011425018	0.0002295971	0	15	ENSMUSG00000003452
91.graph	6366	25	28	3	6	3	3	3	3	0.0014095306	0.0001580715	0	15	ENSMUSG00000031024
91.graph	9894	40	45	5	10	3	3	3	3	0.0022485256	0.0002985001	0	15	ENSMUSG00000020721
91.graph	9949	11	16	5	10	3	3	3	3	0.0011026859	0.0002925396	0	15	ENSMUSG00000048442
28.graph	284	17	19	4	6	2	2	2	2	0.0010340214	0.0001158714	0	15	ENSMUSG00000053161
28.graph	4044	15	16	3	4	2	2	2	2	0.0009040833	0.0000865459	0	15	ENSMUSG00000039191
28.graph	4417	12	14	4	6	2	2	2	2	0.0008745193	0.0001170635	0	15	ENSMUSG00000049327
